                    1  -1.8646883499999636
                    1  -1.8564537325001202
                    1  -1.8499024699999667
                    1  -1.8469253324999739
                    1  -1.8470749100000370
                    1  -1.8519324374999979
                    1  -1.8626352999999605
                    1  -1.8808505999999625
                    1  -1.9073194799999165
                    1  -1.9426694000000420
                    1  -1.9874723000000218
                    1  -2.0424404450000182
                    1  -2.1070809200000724
                    1  -2.1807789550000334
                    1  -2.2629255849999939
                    1  -2.3520238124999948
                    1  -2.4468897899997488
                    1  -2.5469557024999654
                    1  -2.6501685649999680
                    1  -2.7558162300000606
                    1  -2.8640026000000876
